id,characteristics_prompt_1,annotator_1,characteristics_prompt_2,annotator_2,characteristics_prompt_3,annotator_3,characteristics_prompt_4,annotator_4,characteristics_prompt_5,annotator_5
6642,20代後半ぐらいの男性が、少し高い声で、とにかく伝えようと強めに喋っています。,bizet6129,,,,,,,,
6643,若い男性がのんびりとした声で淡々とした様子で喋っている。,badarzewska6263,,,,,,,,
6644,若い雰囲気の男性が軽い調子で雑談している。,grieg0861,,,,,,,,
6645,若い男性がはきはきした声で、相手に伝わるよう分かりやすく喋っている。,brahms4127,,,,,,,,
6646,若い男性がはきはきした声で早口で説明するよに話している。,sibelius8476,,,,,,,,
6647,30代くらいの男性が、低めの声でびっくりしたように喋っている。,grieg7504,,,,,,,,
6648,中年の男性がハキハキとした声で関西弁のような訛った話し方をしている。,debussy1208,,,,,,,,
6649,アドリブのような今考えついた文面を読み上げているような感じがした。また、ハキハキとした口調。,bizet5324,,,,,,,,
6650,若い男性がはきはきした声で相手に訴えるように話している。,mendelsohn1663,,,,,,,,
6651,中年の男性が抑揚のある声で、少し興奮気味に話している。,mendelsohn7538,,,,,,,,
6652,体の細そうな男性が少し怒って早口な感じで喋っている。,puccini4732,,,,,,,,
6653,男性が自らの体験を、少し興奮気味に語っている。,rossini6436,,,,,,,,
6654,やや若いか中年くらいの男性が高めの声で話している。,shostakovich6626,,,,,,,,
6656,若い男性が、活舌良く、説明するように話している。,haydn6163,,,,,,,,
6657,やや若い男性が、小さな意志を持つような声で、戸惑いながらも勇気をもって喋っている。,badarzewska0315,,,,,,,,
6658,40代くらいの男性と思われる声で、比較的高いテンションで多人数に語りかけるように話している。,liszt6299,,,,,,,,
6659,中年の活気ある男性が、はきはきとした声で、問いただすように喋っている。,badarzewska5055,,,,,,,,
6660,やや細い声の中年男性が何かを強調するような話し方をしている。,bach5211,,,,,,,,
6661,30代くらいの男性が、中年男性よりだが中性的な声で、少し緊張したように喋っている。,rossini5372,,,,,,,,
6662,中年の女性が、台本を棒読みするような、あまり感情のこもっていない抑揚のない話し方をしている。,grieg4411,,,,,,,,
6663,声の低い女性がハッキリとした声で淡々と説明している。,dvorak8831,,,,,,,,
6664,40代の男性が、暗く沈んだ声で、少し寂しそうに喋っている。,brahms1342,,,,,,,,
6665,40代くらいの男性が、落ち着いた滑舌のいい低い声で、説明するような口調で喋っている。,rachmaninov3617,,,,,,,,
6666,中年の男性の声で、ゆっくりとした声で、何かを教えているような喋り方をしている。,chopin9245,,,,,,,,
6667,中年の明るい男性が、はきはきした声で、起きた出来事を丁寧に伝えるように喋っている。,rachmaninov9590,,,,,,,,
6668,高齢の穏やかな男性が、低く落ち着いた声でゆっくり教え諭すように喋っている。,schubert1343,,,,,,,,
6669,中高年の男性が、ゆっくりとはきはきした声で、小さい子に話している。,wagner8889,,,,,,,,
6670,中年の男性が少し小さめの声で早口で話している。,ravel2079,,,,,,,,
6671,中年の男性がはっきりした声で説明するように話している。,wagner9612,,,,,,,,
6672,中年の男性が、落ち着いた声で何かを思い出すように話している。,chopin2425,,,,,,,,
6673,的な手言っているように説明していることがわかる。,liszt8535,,,,,,,,
6674,年配の男性が落ち着きのある口調で喋っている。,shostakovich4040,,,,,,,,
6675,40代の男性が落ち着いた声でゆっくりと話している。,shostakovich0723,,,,,,,,
6676,年配の男性が、少し笑いながらゆっくりと説明口調で喋っている。,dvorak8702,,,,,,,,
6677,中年の男性が、穏やかな声で、丁寧にしゃべっている。,vivaldi1518,,,,,,,,
6678,40～50代の中年男性が、少しくぐもった声で早口で説明口調で喋っている。,mahler0312,,,,,,,,
6679,優しそうな男性が、説明するように、ゆっくり話している。,haydn0851,,,,,,,,
6680,若いお喋り好きな男性が、普通の会話言葉で、自由に喋っている。,rossini6327,,,,,,,,
6681,年配の男性がやや早口で過去を振り返った話し方をしている。,bizet7903,,,,,,,,
6682,男性が大勢の人に対し講義で一方的に話しかけている。,badarzewska1209,,,,,,,,
6683,中年の男性が、低い声で、はっきりと喋っている。,sibelius7197,,,,,,,,
6684,中年の積極的な男性が、はきはきした声で、力説するように喋っている。,brahms9211,若い男性が誰かに語りかけるように話している。,haydn1720,,,,,,
6685,50代くらいの男性が、誰かと雑談するような口調でしゃべっている。,debussy3601,,,,,,,,
6686,男性が、小さい声でぼやくように、早口で喋っている。,wagner8889,,,,,,,,
6687,30～40代のちょっとクセが強そうな中年男性が低めのセクシーな声で馴れ馴れしい感じに喋っている。,mahler0312,,,,,,,,
6688,40代男性が、低い声で、不愉快になりながら喋っている。,schumann0884,,,,,,,,
6689,中年の男性が早口に恐ろしい体験を言い聞かせるように喋っています。,schumann6999,,,,,,,,
6690,ややかすれた声の男性が、何かを思い出しながら説明するように話している。,chopin2425,,,,,,,,
6691,30代後半の男性が大きな声で、話の内容に自信をもって喋っている。,handel8831,,,,,,,,
6692,中年の明るい男性が、はきはきした普段通りの声で、ゆっくり周りに伝えるように喋っている。,dvorak0189,,,,,,,,
6693,若い男性が、低い声で、関西なまりをしゃべっている。,vivaldi1518,,,,,,,,
6694,中年の男性がはっきりとした関西弁、早い口調でしゃべっている。,wagner9612,,,,,,,,
6695,少し声がしゃがれている中年の男性が、ゆっくりうかがうように話している。,brahms0676,,,,,,,,
6696,中年の男性がはきはきとした声で過去を思い返すように喋っている。,elger5396,,,,,,,,
6697,40代の男性、関西弁で文節ごとに伸ばす癖がある。,saint-saens0120,,,,,,,,
6698,中年の男性が、低めの声で、少しひっそりした喋り方をしている。,verdi0428,,,,,,,,
6699,30代くらいの男性が、低い声で、ゆっくりと説明するように話している。,shostakovich3444,,,,,,,,
6700,50代くらいの男性が、穏やかな口調でしゃべっている。,haydn2159,,,,,,,,
6701,三十代前半の若めな男性が落ち着いた声でゆっくりめに喋っている。,bach5182,四十代前後の男性がはきはきした声で、ゆっくりと喋っている。,bizet9167,,,,,,
6702,30代から中年くらいの男性が、少し高めの声で、若干早口かつ慎重さを窺わせるように喋っている。,strauss2291,,,,,,,,
6703,30代くらいの男性が少しねっとりした声で独特な抑揚の付け方をして話している。,badarzewska3483,,,,,,,,
6704,若い女性が、低い声ではっきりした口調で喋っている。,saint-saens9156,,,,,,,,
6705,若くておとなしそうな女性が、落ち着いた声で、経験したことを喋っている。,wagner8651,,,,,,,,
6706,20代くらいの女性が艶っぽい声で深刻そうに話している。,tchaikovsky2550,,,,,,,,
6707,２０代くらいのおとなしそうな若い女性が、ゆっくり、はっきりした声で落ち着いて話している。,saint-saens1367,女性が、低めの声で怖い雰囲気を作りながら喋っている。,shostakovich4506,,,,,,
6708,若い女性が、落ち着いた声で、何かを指摘するように話している。,paganini4304,,,,,,,,
6709,10代の女性がくたびれたような声で、悲しそうに喋っている。,sibelius3088,,,,,,,,
6710,30代くらいの女性が、少しゆっくり不安そうに喋っている。,beethoven7876,,,,,,,,
6711,30代の女性がおびえたような声で悲しそうに喋っている。,dvorak5349,,,,,,,,
6712,20代位の女性が、役者がセリフを言う整然とした口調で説明している。,haydn3188,,,,,,,,
6713,若い女性が、低い声で、早口で、話している。,mendelsohn3593,,,,,,,,
6714,20代の女性が、少し暗い低めの声で、戸惑いを明らかにするように話している。,dvorak7108,,,,,,,,
6715,20代の女性が、高くて暗い感じの声で、本を朗読するように喋っている。,badarzewska7662,,,,,,,,
6716,若い女性がゆっくりした口調で文章を朗読している。,puccini9859,,,,,,,,
6717,20代位の女性が、落ち着いた清らかな声で劇のセリフを読み上げている。,brahms0351,,,,,,,,
6718,若い女性がはきはきした声で疑ってかかるように喋っています。,mozart6720,,,,,,,,
6719,20代後半の女性が、感情を押し殺して子供の頃の話をしている。,haydn4893,,,,,,,,
6720,20代の女性が力強い声で興奮気味に喋っている。,shostakovich2466,,,,,,,,
6721,30代の女性が明るい声で楽しそうに喋っている。,sibelius3088,,,,,,,,
6722,若い女性が、はっきりとした声で、落ち着いた口調で喋っている。,saint-saens7086,,,,,,,,
6723,20代くらいの女性が、はきはきした声で、流暢に相手に伝えるように喋っている。,rossini5825,,,,,,,,
6724,若い女性が若干早口で落ち着いた感じの口調で話している。,rachmaninov5114,,,,,,,,
6725,20代の女性が高めの声で、戸惑いながら話している。,handel6331,,,,,,,,
6726,20代くらいの女性が、落ち着いた声で、説明するように話している。,grieg7193,,,,,,,,
6727,20代くらいの女性が、はきはきした声で、語りかけるように喋っている。,mendelsohn5508,,,,,,,,
6728,30代より若い女性で、落ち着いた声をしており、一語一語を区切りながら、人に体験を語るようにしゃべっている。,strauss0792,,,,,,,,
6729,40代の男性が神妙な声でゆっくりと自分の出来事を伝えている。,vivaldi9228,,,,,,,,
6730,中年の暗い男性が、動揺した声で、困り事を説明するかのような喋り方をしている。,rachmaninov7209,,,,,,,,
6731,40代の男性が、真っ暗な教室での出来事を誰かに説明している。,elger5341,,,,,,,,
6732,中年の男性が、少し聞き取りづらい声で話している。,liszt8856,,,,,,,,
6733,男性が、ゆっくりと確認するように数字を読み上げている。,vivaldi3057,,,,,,,,
6734,30代くらいの若い男性が、テンションの高めの高い声で、感情を込めながらしゃべっている。,haydn0510,,,,,,,,
6735,若い女性が低めの声で抑揚が強くでた話し方でマイク越しに話している。,shostakovich6626,,,,,,,,
6736,若い女性がフランクな口調でしゃべっている。,paganini1878,,,,,,,,
6737,若い女性の声で少し怒った感じの早口喋りでした。,verdi6021,,,,,,,,
6738,若い男性が、落ち着いた声でゆっくりと説明するように喋っている。,dvorak7256,,,,,,,,
6739,若い男性が、少し押し殺すような声で、話している。,haydn6163,,,,,,,,
6740,中年の女性が、はきはきした声で、自身をもって説明している。,ravel7162,,,,,,,,
6741,若い女性がおびえた声で共感を誘うように喋っている。,puccini9666,,,,,,,,
6742,中高年の男性が落ち着いた口調でゆっくりと説明するようにしゃべっている。,chopin3497,,,,,,,,
6743,中年の男性が、はきはきした声で、分かりやすいように喋っている。,badarzewska8557,中年の男性が、丁寧に聞き取りやすい口調で喋っている。,liszt9530,,,,,,
6744,30代くらいの男性が少しざらついた声でテンション低めに話していた。,badarzewska3483,,,,,,,,
6746,中年の男性が、少し高めの声で、優しく語り掛けるように喋っています。,monteverdi0374,,,,,,,,
6747,中年の男性が、すこしこもったような声で、早口めに喋っている。,debussy3135,,,,,,,,
6748,中年の男性が少し枯れた低い声で淡々と話している。,debussy1208,,,,,,,,
6749,中年男性が、高い声のトーンでゆっくりと説明する様に話している。,dvorak8315,,,,,,,,
6750,中年の男性が、はきはきした声で、少し早口で喋っている。,elger2591,,,,,,,,
6751,５０代の男性が、低い声で語りかけるように喋っている。,liszt7261,,,,,,,,
6752,中年くらいの男性が、女性のような口調で、やや声を荒げて喋っている。,verdi6449,,,,,,,,
6754,50代くらいの男性が、講義をするような口調でしゃべっている。,haydn2159,,,,,,,,
6756,高年の男性が、はっきりしない声で、ゆっくりしゃべっている。,beethoven9183,,,,,,,,
6757,中年男性が、はっきりした落ち着いた声で、事実を伝えるように喋っている。,debussy1151,,,,,,,,
6758,はっきりとした声で分かりやすく中年の男性が喋っている。,liszt0370,,,,,,,,
6759,男性がなよなよした感じの口調で話している。,bruchner0573,,,,,,,,
6760,高齢男性が、やや低い声で、自信なさげに喋っている。,haydn6566,,,,,,,,
6761,中年の男性が、優しい声で、ゆっくり教え諭すように喋っている。,beethoven7713,,,,,,,,
6762,高齢の男性が、少し低めの声で、ゆったりしたペースでしゃべっている。,verdi0428,,,,,,,,
6763,男性の大学教授が学生に講義を行なっている場面が想像できます。,haydn1875,,,,,,,,
6764,中年の男性が少し考えながら聞かせるように喋っている。,verdi0737,,,,,,,,
6765,20代から30代の女性が、落ち着いた声で説明している。,rossini6627,,,,,,,,
6766,真面目そうな若い女性がハキハキした感じで少し早口にしゃべっている。,strauss7858,,,,,,,,
6767,若い女性が、少し上ずったような明るい声で嬉しそうに喋っている。,mahler8143,,,,,,,,
6768,40代前半の男性がラジオで何かを語りかけるような声でしゃべっている。,debussy3601,,,,,,,,
6769,20代の女性が、高い声ではきはきと、嬉しそうに喋っている。,tchaikovsky5186,,,,,,,,
6770,40代の男性が聞き取りやすいようにハキハキと話している。,bizet8820,,,,,,,,
6771,若い男性が優しい声で、感情を少し込めてしゃべっている。,grieg6388,,,,,,,,
6772,40代前半の知的な男性が、誰かを諭すような優しい声で、はっきりとそして優し気に喋っている。,puccini7189,,,,,,,,
6774,若い男性が淡々とした口調でややぶっきらぼうな様子で喋っている。,vivaldi9357,,,,,,,,
6775,20代ぐらいの男性の声で、声は太くなく、歯切れの良い話し方で、少し早めの喋り方です。,handel9658,,,,,,,,
6776,40代くらいの男性がスカスカしたような声で途切れ途切れに話している。,schumann6366,,,,,,,,
6777,声が少ししゃがれている中年の男性が、少し笑いながら話している。,rossini9139,,,,,,,,
6778,20代から30代の男性が少しくだけた口調で、相手に説明するように話している。,wagner4827,,,,,,,,
6779,30代の男性が、低くて重みのある声で、言葉を考えながら相手にゆっくりと説明を行う感じで喋っている。,mahler5467,,,,,,,,
6781,男性が、少し上ずった声で、戸惑ったように話している。,bizet3058,,,,,,,,
6782,30代後半がやや高めで声がこもった早口なしゃべり方をしている。,mahler0088,,,,,,,,
6783,中年の男性が自分の考えに基づきながら、やや唐突な口調でしゃべっている。,bruchner9218,,,,,,,,
6784,男性が、低い声で、考えながらとつとつと話している。,puccini2442,,,,,,,,
6785,50代ぐらいの男性が、ややかすれた低めの声でゆっくりと話している。,monteverdi5706,,,,,,,,
6786,50代の男性が、嬉しそうな声で、自信をもって喋っている。,bach9730,,,,,,,,
6787,若い男性がはきはきした声で人に紹介するように分かりやすく話している。,sibelius8476,,,,,,,,
6788,中年かそれ前後の男性が、気のはっきりした強めの声で、やや早口で喋っている。,badarzewska0315,,,,,,,,
6789,40代男性が不思議そうに納得いかないような声で喋っている。,bizet8836,,,,,,,,
6790,関西弁の男性が、少し当惑ぎみに話している。,rossini6436,,,,,,,,
6791,男性が、高めの声で、はきはきとゆっくりめに喋っている。,haydn4494,,,,,,,,
6792,30代男性が、低い声で、びっくりしたように喋っている。,verdi6880,,,,,,,,
6793,男性が、少し裏返ったような声で、感情を込めて話している。,paganini6468,,,,,,,,
6794,中年の男性がはきはきした声で説明をするように話している。,bach8815,,,,,,,,
6795,感情を全面的に出しているような喋り方。少し問いかけているような口調である。,bizet5324,,,,,,,,
6796,40代の男性がお寺の出来事について、少し抑揚をつけながら誰かに語りかけている。,elger5341,,,,,,,,
6797,中年の男性が、低くてくぐもった声で、滑舌の悪い感じで喋っている。,vivaldi1568,,,,,,,,
6798,20代男性が、はきはきした声で、戸惑っているように喋っている。,monteverdi2320,,,,,,,,
6799,中年の明るい男性が、はきはきした声で、やや早口で人に教え諭すように喋っている。,haydn6566,,,,,,,,
6800,若手男性落語家が芸を見せて3人に声色を使って演じている。,handel5306,,,,,,,,
6801,若い男性が少し低い声で他人を不安がらせているように喋っている。,chopin6486,,,,,,,,
6802,男性の声で何か思い出しながらしゃべっている感じでした。,brahms9307,,,,,,,,
6804,関西人っぽいイントネーションの男の人の声であった。,vivaldi8335,,,,,,,,
6805,中年の男性が、裏返るほど高い声で、少し怒ったように話している。,tchaikovsky1731,,,,,,,,
6806,男性が誰かと話題についての自分の意見をはっきりと述べている。,sibelius0517,,,,,,,,
6807,30代くらいの男性の声で、関西弁と思われる口調でネットの生放送中のような少し高いテンションで語っている。,liszt6299,,,,,,,,
6811,45歳くらいの男性が質問をされて答えていたけどしゃべり方は丁寧ではない。,saint-saens2177,,,,,,,,
6812,男性が悲しそうな声で、ゆっくりと出来事を振り返るように喋っている。,badarzewska8642,,,,,,,,
6813,中年の男性が、ゆっくりとした口調で、賛同を求めながら喋っている。,chopin8030,,,,,,,,
6814,中年の男性が、低音の声で、内容に納得したような感じで、話している。,schubert5976,,,,,,,,
6815,40代くらいの男性が驚いたような声で質問を投げかけるような感じで話している。,mozart9584,,,,,,,,
6816,中年の男性が高めの声で、講演するように喋っている。,puccini0710,,,,,,,,
6817,成人男性が、ゆっくとした話し方で、語り掛けるように喋っている。,ravel0209,,,,,,,,
6818,40代くらいの男性が、高めの声で、講演会場の聴衆に話しかけるような口調で話している。,wagner9040,,,,,,,,
6819,成人男性が、大きな声で、訴えかけるように話している。,tchaikovsky6606,,,,,,,,
6820,若い男性が驚いたようなとても声で話している。,sibelius8112,,,,,,,,
6821,中年の男性が、少し不安な声で、状況を説明するように話している。,bizet6872,中年の男性が、大勢の人の前で、ゆったりと講義をしているような口調で話をしている。,bizet7762,,,,,,
6822,中年の男性が、コメンテーターのような口調で考えながら喋っている。,paganini3912,,,,,,,,
6823,中年の男性が、はっきりとした大きな声で考えながら喋っている。,badarzewska1852,,,,,,,,
6824,五十代くらいの男性がかすれ気味の声で勢いよく話している。,sibelius3455,,,,,,,,
6825,中年の男性が、感情を込めて、ややゆっくりと喋っている。,paganini2796,,,,,,,,
6826,高齢の暗い男性が、静かな声で語りかけるように喋っている。,bizet6993,,,,,,,,
6827,20代くらいの女性の声、少し甲高い声、はっきりとした我の強そうな印象のある話しかた。,strauss3428,,,,,,,,
6828,若い女性がはっきりとした声で落ち着いて話をしている。,strauss9438,,,,,,,,
6829,10代の女性が小さい声で弱々しく話している。,monteverdi5706,,,,,,,,
6830,若い女性が、何かを思い出しながら喋っている。,handel8125,,,,,,,,
6831,20代くらいの若い女性が、明るく活発な声で、感情豊かな喋り方をしている。,schubert0560,,,,,,,,
6832,中学生く来女子が楽しそうに早口でおしゃべりをしている。,schumann2777,,,,,,,,
6833,若く明るい女性がいらいらした声で怒りながら喋っている。,elger6289,,,,,,,,
6834,20代くらいの女性が明瞭な声で怪談話のように話している。,bruchner7367,,,,,,,,
6835,若くて明るい女性が、ぎこちない感じの声で、言葉を選びながら喋っている。,vivaldi1568,,,,,,,,
6836,20代から30代前半の少し高めの声の女性が、戸惑いながらもはっきりと話していた。,badarzewska9358,,,,,,,,
6837,若い女性が早口で少し怒ったような話し方でした。,brahms9307,,,,,,,,
6838,若い女性がはきはきした声で早口でまくし立てるように話している。,bach8815,,,,,,,,
6839,ギャルっぽい女の人が軽いノリで明るく話している。,ravel4314,,,,,,,,
6840,若い女性が、可愛らしい声で、説明するように喋っている。,beethoven1689,,,,,,,,
6841,若い女性が高い声で説明口調になって喋っている。,chopin6486,,,,,,,,
6842,聞き取りやすい声ではあるが、喋る内容に地震がないように感じる。,rachmaninov5676,,,,,,,,
6843,20代の若くて明るい女性が、ハキハキした声で、楽しそうに喋っている。,handel9267,,,,,,,,
6844,10代後半の女性が、はっきりとした声で、家族や友達と話すときのように自然に話している。,wagner9040,,,,,,,,
6845,若い女性が普段通り会話をしており、楽しそうに伝えている。,shostakovich0800,,,,,,,,
6846,若い女性が元気な声で友達と話すような調子で喋っている。,elger3970,,,,,,,,
6847,若い女性同士が、とても明るく弾んだ声で、会話を楽しんでいる。,vivaldi2420,,,,,,,,
6848,中学生くらいの女の子が、やや早口で友だちにかたりかけるように話している。,badarzewska0224,,,,,,,,
6849,若い女性が普段通りのかざらない声で楽しそうに話している。,schubert7808,,,,,,,,
6850,若めの女性が、女性にしては低めの声で、興味を引くように喋っている。,haydn4494,,,,,,,,
6851,小学生くらいの男の子が、はきはきした声で意気揚々と説明している。,wagner7420,,,,,,,,
6852,10代の女性がぼそぼそと早口で話している。,bizet4889,,,,,,,,
6853,若い女性がちょっと滑舌が悪い感じで話している。,shostakovich9970,,,,,,,,
6854,若い女性が、砕けた口調だが、少し深刻そうな雰囲気で喋っている。,paganini3912,,,,,,,,
6855,若い女性が終わりにかけてトーンが下がり言いたい事を少し濁している。,debussy0892,,,,,,,,
6856,中年の男性がマイルドな口調で少し笑いながら話している。,paganini1355,,,,,,,,
6857,若い女性がイキイキした声、くだけた口調でインタビューに答えるように喋っている。,monteverdi1379,,,,,,,,
6858,一瞬だけテンションの上がった若い女性が、心を落ち着かせながら、冷静に喋ろうとしている。,vivaldi6643,,,,,,,,
6859,10代ぐらいの若い女性が、ゆったりとした声で、疑問に思うような感じで喋っている。,dvorak2098,,,,,,,,
6860,若い明るい女性が、若々しい声で、楽しそうに話している。,wagner3277,,,,,,,,
6861,中年男性が活舌が良くないしゃべり方で話している。,tchaikovsky4604,,,,,,,,
6862,10代くらいの女性が、相手に状況を説明する様にゆっくり話をしている。,schumann9489,,,,,,,,
6863,若い女性がはっきりとした口調で話している。,sibelius8112,,,,,,,,
6864,20代の女性が、小さめな声で、友達と話す感覚で喋っている。,bach9730,,,,,,,,
6865,二十歳ぐらいの女性が、少し早口で状況を説明するような雰囲気で喋っている。,mozart6768,,,,,,,,
6866,若い女性がくだけた口調で友達同士のように話している。,schumann4758,,,,,,,,
6867,30代のキャリアウーマンか女性教授が、話し慣れて型にはまった口調で講演している。,beethoven3227,,,,,,,,
6868,中年の男性が低い声で、丁寧な口調で喋っていると思います。,puccini4935,,,,,,,,
6869,若い明るい女性が、高い声で、授業で生徒に教えるように喋っている。,saint-saens5868,,,,,,,,
6870,若い女性が、はきはきした声で、状況を説明している。,chopin9596,,,,,,,,
6871,若い女性が、普通の口調で、平常心でしゃべっている。,rachmaninov8725,,,,,,,,
6872,若い女性が高い声でやや早口で少し強めの口調で話しています。,mozart5077,,,,,,,,
6873,若い女性が、高い声で、フランクに話している。,bizet3688,,,,,,,,
6874,１０代か２０代ぐらいの若い女性の声で感じたことを発言している。,puccini7100,,,,,,,,
6875,若い女性が、はきはきした声で、友人に話しかけるように喋っている。,tchaikovsky6606,,,,,,,,
6876,20代くらいの元気な女性が、はつらつとした声で、フランクな口調で喋っている。,mozart6171,,,,,,,,
6877,20代ぐらいの女性の声で、少し高いトーンの声で、舞台か何かの壇上で何かを説明しているような喋り方です。,ravel8663,,,,,,,,
6878,10代から20代の女性が、少し自信のなさそうな声で考えつつ話している。他人に理解を求めるような話し方。,grieg2556,,,,,,,,
6879,若い女性が、低めの声で、誰かに向けて話すように喋っている。,shostakovich6697,,,,,,,,
6880,若い女性が過去の起きた出来事を相手に説明している。,brahms9590,,,,,,,,
6881,若い女性が何かを思い出しながらゆっくりとしゃべっている。,bach1081,,,,,,,,
6882,30代から40代の男性が、はきはきした声で、やや早口に喋っている。,rachmaninov0282,,,,,,,,
6883,中年の男性が、はきはきとした声で、自分の意見を訴えるように喋っている。,monteverdi2320,,,,,,,,
6884,二十歳前後の落ち着いた女性が、はきはきした声で、何かを説明するように喋っている。,paganini7017,,,,,,,,
6885,20代の女性が高めの声で不満げな感じで喋っている。,vivaldi8730,,,,,,,,
6886,20代くらいの女性が、はっきりと、自分に起こったことを話している。,puccini0248,,,,,,,,
6887,10代の女性がやや低い声で説明するように話している。,badarzewska3192,,,,,,,,
6888,10代くらいの学生に思える女性が、ほんの少し不安そうなたどたどしい声で、何かを説明するように喋っている。,rossini3286,,,,,,,,
6889,10代の若い女性が、ぼそぼそとした声で、やや早口で喋っている。,brahms1885,,,,,,,,
6890,今どきの若い女の子がはっきりとした口調で話している。,schubert3379,,,,,,,,
6891,若い女性がはっきりとした聞き取りやすい声で、何かを振り返るように喋っている。,puccini0710,,,,,,,,
6892,中年の男性が落ち着いたトーンの声で、少しだけ驚きの感情を出しながら話している。,wagner1081,,,,,,,,
6893,40歳代ぐらいの男性が、多少感情のこもった高めの声で、たくさんのことを相手に伝えようと早めのスピードで喋りまくっている。,bruchner7701,,,,,,,,
6895,若い女性が少し鼻にかかった自然な声で、体験談を語っている。感情はわからない。声優の演技っぽさがなく、自然体の話し方である。,bruchner5215,,,,,,,,
6896,20代後半の女性が、少し低めの声で落ち着いた口調で話している。,wagner0071,,,,,,,,
6897,20代の女性が、はっきりとした声で、喜びを分かち合う感じで喋っている。,dvorak6689,,,,,,,,
6898,若く明るい女性、少し苦しそうな声で悩みながら話している。,rossini3112,,,,,,,,
6900,若い女性が、明るい声で、カジュアルに喋っている。,vivaldi3856,,,,,,,,
6901,男性が早めの少し早めの口調で、聞いている相手をマウントする様な喋り方をしている。,schumann0679,,,,,,,,
6902,５０代くらいの男性が、落ち着いた声で、丁寧に説明するように喋っている。,beethoven3748,,,,,,,,
6903,中年の男性の声で、学校の授業をしているかのような喋り方。,paganini5251,,,,,,,,
6904,30代くらいの男性が聞き取りやすい感じで普通に喋っている。,vivaldi0019,,,,,,,,
6907,中年の女性がこもった感じの声でどもりながら話している。,sibelius3455,,,,,,,,
6908,60代くらいの女性が、少し張ったような声で、イライラしながら喋っている。,schubert9911,,,,,,,,
6909,男性とも女性とも判別できない声で、人に問いかけるようにして話をしている。,handel1758,中年の女性が、少し低めの声で、相手を納得させるような強めの口調で喋っている。,haydn0841,,,,,,
6910,高齢の女性が、高い声で、思い出しながらゆっくり話している。,bach7022,高齢の女性が、高い声で、しどろもどろに話している。,schubert9077,,,,,,
6911,四十半ばのおばちゃんで、圧少し待てば切りのいい時間になるので間延びした自信なさげな声。,paganini5884,,,,,,,,
6912,若い女性がはきはきした声で、少し緊張したように喋っている。,grieg6388,,,,,,,,
6913,若い女性が、明るめのはっきりした声で、今からやることを話している。,paganini7964,,,,,,,,
6914,若い女性が、ハキハキとした声で読み上げるように喋っている。,paganini3059,,,,,,,,
6915,少女が高めのハキハキした声で非常に滑舌良く喋っている。,mozart1811,,,,,,,,
6916,若い女性が、張った声で、諭して誘うような喋り方をしている。,bruchner8760,,,,,,,,
6917,少年が、はっきりとした口調で、古風な話し方をしている。,shostakovich2956,,,,,,,,
6918,２０代～３０代前半ぐらいの女性がはっきりした声で穏やかに話している。,beethoven5423,,,,,,,,
6919,若い女性が、しっかりした声で、色っぽく寂しげに語りかけている。,sibelius5943,,,,,,,,
6920,10代後半から20代前半の若い女性が、ロリっぽさも感じられる少しかすれたような落ち着いた声で、台詞を読むように喋っている。,puccini9164,,,,,,,,
6921,中年の男性が、威勢のよいはっきりとした声で来店者の対応を行っている。,ravel4227,,,,,,,,
6922,中年の明るい女性が、はきはきした声で、客を招き入れてる感じ。,liszt8535,,,,,,,,
6923,中年の男性が、相手の機嫌を取るように明るいトーンでしゃべっている。,bizet8420,,,,,,,,
6924,中年期の男性が、威勢のいい声で、勢いよくしゃべっている。,handel4231,,,,,,,,
6925,50代の男性がかすれた声で同情を誘うように喋っている。,vivaldi7474,,,,,,,,
6926,若そうな太った感じのある男性がだみ声が、焦りながら早口で誰かに問いかける様子で話してる。,mendelsohn7538,,,,,,,,
6927,中年の落ち着いた男性が、はきはきした声で、しっかりと説明するよう喋っていた。,elger8135,,,,,,,,
6928,40代～50代くらいの男性が、低く渋い声で、ゆっくりと語りかけるように喋っている。,rossini5825,,,,,,,,
6929,若そうだが性別がわかりにくい。元気な声で、関西なまりのしゃべり方をしている。,elger1386,,,,,,,,
6930,20歳くらいの女性がはっきりとした声で自分の思っていることを主張するように喋っている。,brahms2886,,,,,,,,
6931,２０代から３０代ぐらいの元気そうな地方出身の女性がはっきりした声でゆっくり分かりやすく話している。,beethoven5423,,,,,,,,
6932,中年の口うるさそうな女性が、憤慨したように不満を大きな声で訴えている。,paganini3987,,,,,,,,
6933,40代女性が、少し高めの声で、いらだったようにしゃべっている。,grieg5917,,,,,,,,
6934,50代女性が、大きな声で、嫌味を言うように喋っている。,liszt0782,,,,,,,,
6935,40代の女性が、少し高い声で、怒ったように喋っている。,tchaikovsky5186,,,,,,,,
6936,中年の女性が、嫌味な言い方で、愚痴を言っている。,mendelsohn0270,,,,,,,,
6937,若い元気な女性が、滑舌よく一方的に、有無を言わさずセリフを喋っている。,puccini0384,,,,,,,,
6938,女性がはきはきした声で少し早口で説明をしている。年代は恐らく40代と思われる。,bizet6325,,,,,,,,
6939,精悍な若い女性が、自信のあるはきはきした声で説得するように話している。,shostakovich8062,,,,,,,,
6940,中高年男性が、低い声で、問いかけるようにしゃべっている。,brahms1783,,,,,,,,
6941,年配の男性が、落ち着きのある綺麗な声で、状況が伝わるように話している。,schubert5976,,,,,,,,
