id,gender_1,pitch_1,speaking_rate_1,others_1,annotator_1,gender_2,pitch_2,speaking_rate_2,others_2,annotator_2,gender_3,pitch_3,speaking_rate_3,others_3,annotator_3,gender_4,pitch_4,speaking_rate_4,others_4,annotator_4,gender_5,pitch_5,speaking_rate_5,others_5,annotator_5
5559,男性,男性声,淡々と,"朗読している, 演技を入れつつ, 淡々と喋っている",vivaldi2440,,,,,,,,,,,,,,,,,,,,
5560,男性,低い,,怖い雰囲気,bruchner1820,,,,,,,,,,,,,,,,,,,,
5561,男性,ナレーターのような口調で,,40代くらい,ravel4200,,,,,,,,,,,,,,,,,,,,
5562,男性,はきはきとした,淡々と,中年,dvorak9365,,,,,,,,,,,,,,,,,,,,
5563,男性,低い,,"中年, 人を見下すような感じ",badarzewska9200,,,,,,,,,,,,,,,,,,,,
5564,男性,やや高め,,"30代ぐらい, 皮肉めいて",badarzewska1289,,,,,,,,,,,,,,,,,,,,
5565,男性,低い,淡々と,"60代くらい, 渋い",rachmaninov4842,,,,,,,,,,,,,,,,,,,,
5566,男性,低い,,"若い, 楽しみにしている雰囲気",badarzewska4172,,,,,,,,,,,,,,,,,,,,
5567,男性,高い,はきはき,"30～40代, 大げさ",ravel8803,男性,明るい,,"40代, 驚きを交えて喋っている",wagner1429,,,,,,,,,,,,,,,
5568,男性,少し元気のない,,中年,dvorak7773,,,,,,,,,,,,,,,,,,,,
5569,男性,かすれ気味,おっとりゆったりめ,"30代, 中肉中背, 老人の真似",bizet2680,,,,,,,,,,,,,,,,,,,,
5570,男性,,,"20代から30代, 不遜, 見下している",rossini3818,,,,,,,,,,,,,,,,,,,,
5571,男性,やや低め,ゆっくりとした,30代,mahler0088,,,,,,,,,,,,,,,,,,,,
5572,男性,,ゆっくり,"30代くらい, 本を読み聞かせるような口調",strauss4827,,,,,,,,,,,,,,,,,,,,
5573,男性,,,"若い, 穏やか, 非難口調",handel3418,,,,,,,,,,,,,,,,,,,,
5574,男性,,ゆっくり,"30代, 滑舌よく",beethoven7434,,,,,,,,,,,,,,,,,,,,
5575,男性,,,"40代, 嫌味, 理屈の説明",schubert2624,,,,,,,,,,,,,,,,,,,,
5576,男性,柔らかく低い,,"中年くらい, 読み聞かせのように",sibelius0409,,,,,,,,,,,,,,,,,,,,
5577,男性,高い,速い,年配,haydn3036,,,,,,,,,,,,,,,,,,,,
5578,男性,,淡々と,"20代, 本を読み上げている",haydn4893,,,,,,,,,,,,,,,,,,,,
5579,男性,落ち着いた,ゆっくりと,中年,liszt0650,,,,,,,,,,,,,,,,,,,,
5580,男性,低い,ゆっくり,40代,mendelsohn5508,,,,,,,,,,,,,,,,,,,,
5581,男性,大きな,,"中年, 本を読んでいるかのように",paganini4842,,,,,,,,,,,,,,,,,,,,
5582,男性,高い,はっきり,"中年, 学校の先生のような話し方",liszt8856,,,,,,,,,,,,,,,,,,,,
5583,男性,はきはき,,"中年, 知的, 優しい語りかけ",debussy5874,,,,,,,,,,,,,,,,,,,,
5584,男性,端正な,,朗読している,bach8042,男性,はっきりとした,ゆっくり,"中年, 暗い",saint-saens8273,,,,,,,,,,,,,,,
5585,男性,怒ったような,,"60歳ぐらい, 相手を説得するように",mozart6768,,,,,,,,,,,,,,,,,,,,
5586,男性,やや低い,,"中年, 怒ったように",paganini4090,,,,,,,,,,,,,,,,,,,,
5587,男性,小さい,,"50代, 元気のある声, 自慢するように話す",badarzewska3192,,,,,,,,,,,,,,,,,,,,
5588,男性,落ち着いた,ゆっくり,"若い, 強弱をつけて物語を語るようなしゃべり方",badarzewska8392,,,,,,,,,,,,,,,,,,,,
5589,男性,落ち着いた,,"30代, 懐かしむ",strauss9566,,,,,,,,,,,,,,,,,,,,
5590,男性,しっかりした,ゆっくり,40代,schubert0875,,,,,,,,,,,,,,,,,,,,
5591,男性,,,"30から40代, 精神的・時間的にゆとりのある状態, 安心して話す",schubert1276,,,,,,,,,,,,,,,,,,,,
5592,男性,柔らかい、鼻声,,40歳前後,debussy2757,,,,,,,,,,,,,,,,,,,,
5593,男性,弱い,,"30代, 細い, 落ち着いた口調",schumann4792,,,,,,,,,,,,,,,,,,,,
5594,男性,落ち着いた,,若い,rossini2594,,,,,,,,,,,,,,,,,,,,
5595,男性,少し大きな,,"30代くらい, 落ち着いて語りかけるように",liszt5668,,,,,,,,,,,,,,,,,,,,
5596,男性,冷淡な,,"30代, 呆れたような",paganini3912,,,,,,,,,,,,,,,,,,,,
5597,男性,高い,朗読するような,若い,mahler1339,,,,,,,,,,,,,,,,,,,,
5598,男性,ゆっくりハキハキした,,"40代, 諭すように話している",bach8066,,,,,,,,,,,,,,,,,,,,
5599,男性,普通のトーン,,"30代ぐらい, しっかりとして落ち着いている",ravel8663,,,,,,,,,,,,,,,,,,,,
5600,男性,高めの,ゆっくりと,,schubert8695,,,,,,,,,,,,,,,,,,,,
5601,男性,,,"怒っている, 方言のような言葉",ravel4314,,,,,,,,,,,,,,,,,,,,
5602,男性,落ち着いた,ゆっくり,"30代, 飄々としている, 諭すように",mozart6171,,,,,,,,,,,,,,,,,,,,
5603,男性,低め,,"30代か40代, 演技?セリフを読み上げ中, 滑舌良い, 聞きやすい",shostakovich9598,,,,,,,,,,,,,,,,,,,,
5604,男性,はきはきした,ゆっくり,"中年, 物静か",mahler7727,,,,,,,,,,,,,,,,,,,,
5605,男性,感情を込めた,テンション高め,中年,bach5182,男性,低め,早口,"中年, 滑舌の良い",bizet9167,,,,,,,,,,,,,,,
5606,男性,落胆したような,,３０代位,badarzewska5037,,,,,,,,,,,,,,,,,,,,
5607,男性,低い,ゆっくりと,"30代～40代, 渋い声",verdi8212,,,,,,,,,,,,,,,,,,,,
5608,男性,低い,,"30代, 落ち着いた, 第3者に説明するような口調",schumann4930,,,,,,,,,,,,,,,,,,,,
5609,男性,普通,,中年,vivaldi1140,,,,,,,,,,,,,,,,,,,,
5610,男性,低い,はっきりとした,40台,mozart1034,,,,,,,,,,,,,,,,,,,,
5611,男性,諦めたような、心配するような声,,中年,sibelius0517,,,,,,,,,,,,,,,,,,,,
5612,男性,低め,ゆっくり,"外国人, 片言の日本語",vivaldi6482,,,,,,,,,,,,,,,,,,,,
5613,おじいさん,,ゆっくりと,商売の説明,bizet6325,,,,,,,,,,,,,,,,,,,,
5614,男性,落ち着いた,ゆっくりと,"40代, 大らか",dvorak5349,,,,,,,,,,,,,,,,,,,,
5615,男性,低い,ゆっくり,成人,bach8729,男性,,,"中年か年配, 物腰の柔らかい, 落ち着いたトーン",dvorak9939,,,,,,,,,,,,,,,
5616,男性,ねっとり,ゆっくり,なし,mendelsohn1059,,,,,,,,,,,,,,,,,,,,
5617,男性,低い,ゆったりとした,"暗そうな, 語り掛けるように",vivaldi6025,,,,,,,,,,,,,,,,,,,,
5618,男性,,,"年配らしき, 少しなまりの入った, 優しい口調",sibelius9765,,,,,,,,,,,,,,,,,,,,
5619,男性,高い,ハキハキ,若い,dvorak0253,,,,,,,,,,,,,,,,,,,,
5620,男性,少し低い,,若い,chopin8749,男性,落ち着いた,,"良い声, 確信をつくように語尾を少し強める",paganini4713,,,,,,,,,,,,,,,
5621,男性,高い,,"若い, 少しあきれたように",badarzewska8642,,,,,,,,,,,,,,,,,,,,
5622,男性,低い,,"中年, アニメのキャラクターのような感じ",puccini1223,,,,,,,,,,,,,,,,,,,,
5623,男性,優しい,,"20代, けだるそう",liszt6928,,,,,,,,,,,,,,,,,,,,
5624,男性,低い,,"30代, 冷静, 教えるように",bizet3985,,,,,,,,,,,,,,,,,,,,
5625,男性,"落ち着いた, 優しい",ゆっくりと,"中年, 思慮深く",bruchner9576,男性,少し低い,,"中年, 気品がある",ravel8124,,,,,,,,,,,,,,,
5626,男性,やや高い,普通の速度で,"30代, 落ち着いた声, 口元に笑みを浮かべている",debussy9061,男性,機械のような,,,saint-saens2795,,,,,,,,,,,,,,,
5627,男性,はっきりとした,,"30歳位, 腹式呼吸, 滑らか口調, 倍音を響かせる",chopin7826,,,,,,,,,,,,,,,,,,,,
5628,男性,低い,,"中年, 理論派, 皮肉を込めて",sibelius0100,,,,,,,,,,,,,,,,,,,,
5629,男性,,"はきはき, 少し早口","30代, 低すぎない音程",wagner0071,,,,,,,,,,,,,,,,,,,,
5630,,,,"上から目線, 悟っている",grieg1085,,,,,,,,,,,,,,,,,,,,
5631,男性,得意げな,ゆっくり,中年,bizet3688,,,,,,,,,,,,,,,,,,,,
5632,男性,抑揚の小さい,,"若い, 説明するように",paganini8711,,,,,,,,,,,,,,,,,,,,
5633,男性,小さい,ゆっくり,"40代, 小説を読んでいる",elger5341,,,,,,,,,,,,,,,,,,,,
5634,男性,通りの良い,ゆったり,年配,rachmaninov0282,,,,,,,,,,,,,,,,,,,,
5635,男性,低い,ゆっくり,"40代, 暗い感じ, 朗読",chopin8922,,,,,,,,,,,,,,,,,,,,
5636,男性,軽妙で含みのある,,"初老, 相手を試すように",liszt7028,,,,,,,,,,,,,,,,,,,,
5637,男性,ねっとり,,"中年, 高慢そう, 勿体つける",bach3864,,,,,,,,,,,,,,,,,,,,
5638,男性,大きめ,ゆっくり,"40代前後, 説明",bruchner5299,男性,張るような,,"30代くらい, 仰々しい演技めいた",monteverdi0936,,,,,,,,,,,,,,,
5639,男性,はっきりした,,"中年, 少し大袈裟な",bizet6872,男性,,ゆっくり,"50代, ねっとりとした癖のある口調",bizet7762,,,,,,,,,,,,,,,
5640,男性,はきはきとした,,30代,liszt7836,,,,,,,,,,,,,,,,,,,,
5641,男性,落ち着いた,ゆっくり,"60代, 朗読するように",mozart2489,,,,,,,,,,,,,,,,,,,,
5642,男性,落ち着いた,ゆっくり,壮年,schumann4758,,,,,,,,,,,,,,,,,,,,
5643,男性,低い,ゆっくり,中年,tchaikovsky4604,,,,,,,,,,,,,,,,,,,,
5644,男性,,,"40～50代, 冷静さ, 呆れるような雰囲気",schubert0560,,,,,,,,,,,,,,,,,,,,
5645,男性,はきはきした,丁寧に,中年,bach7022,男性,低い,ゆっくり,中年,schubert9077,,,,,,,,,,,,,,,
5646,男性,はっきりした,,"40代, あきれたように",wagner4615,,,,,,,,,,,,,,,,,,,,
5647,男性,ため口,,"中年, 不機嫌",chopin9596,,,,,,,,,,,,,,,,,,,,
5648,男性,,,"滑舌が良い, ナレーション, アナウンサー",haydn1875,,,,,,,,,,,,,,,,,,,,
5649,男性,はっきりした,,"中年, 冷静",bruchner9218,,,,,,,,,,,,,,,,,,,,
5650,男性,低い,わざとらしく,"中年, 物語を語るように",liszt3315,,,,,,,,,,,,,,,,,,,,
5651,男性,,,"若い, イライラ, 相手を問い詰める",mendelsohn8166,,,,,,,,,,,,,,,,,,,,
5652,,,,下手糞な役者,handel5306,,,,,,,,,,,,,,,,,,,,
5653,男性,高い,,"中年, 怒り",chopin6375,男性,,,"若い, 威嚇",elger3936,男性,,,"30代, イライラ",handel4532,,,,,,,,,,
5654,男性,"低く, 芯が太い",朗読のように,50代,brahms9388,,,,,,,,,,,,,,,,,,,,
5655,男性,低い,,"若い, 説明する",vivaldi3856,,,,,,,,,,,,,,,,,,,,
5656,男性,,,"若い, 強い口調, 吐き捨てるよう",badarzewska6514,,,,,,,,,,,,,,,,,,,,
5657,男性,大きめな,ゆっくり,"若い, 怒っている",paganini6407,,,,,,,,,,,,,,,,,,,,
5658,男性,,ゆっくりと少し単調に,中年,debussy2718,,,,,,,,,,,,,,,,,,,,
5659,男性,暗めの声,,"30代, 呆れた感じ",beethoven1929,,,,,,,,,,,,,,,,,,,,
5660,男性,,,"30～40代, 活舌の良い, 聴きやすい声, 優しい口調",beethoven9582,,,,,,,,,,,,,,,,,,,,
5661,男性,はっきりした,ゆっくり目,"中年, 説明するように",verdi9766,,,,,,,,,,,,,,,,,,,,
5662,男性,はっきりした,,"40代, 落ち着いた感じ",badarzewska1538,,,,,,,,,,,,,,,,,,,,
5663,男性,中音域の,ゆっくり,"30代ぐらいの, 聞き取りやすい",schumann8715,,,,,,,,,,,,,,,,,,,,
5664,男性,,はきはきした,"30代, 説明口調",beethoven7432,,,,,,,,,,,,,,,,,,,,
5665,男性,抑揚あり,,中年,verdi6606,,,,,,,,,,,,,,,,,,,,
5666,男性,低めの,ゆっくり,"30代～40代, 渋い声, 流暢",liszt5417,男性,,,"中年くらい, 少しうんざりしたような口調",vivaldi7700,,,,,,,,,,,,,,,
5667,男性,少し憂鬱,,,verdi6021,,,,,,,,,,,,,,,,,,,,
5668,男性,はっきりとした,,"40代, 冷静",vivaldi8730,,,,,,,,,,,,,,,,,,,,
5669,男性,高そう,ゆっくり,"若い, 丁寧な口調",brahms0676,,,,,,,,,,,,,,,,,,,,
5670,男性,はっきりした,ゆっくりと,中年,badarzewska0131,,,,,,,,,,,,,,,,,,,,
5671,,,ゆっくり,"やる気がない, 感じがする",bizet5324,,,,,,,,,,,,,,,,,,,,
5672,男性,,淡々と,２０代位の若い,mozart4865,,,,,,,,,,,,,,,,,,,,
5673,男性,落ち着いた,ゆっくり,"30歳前後, 朗読",liszt3698,,,,,,,,,,,,,,,,,,,,
5674,男性,澄んだ,,"40代, 品の良い話し方",tchaikovsky2550,,,,,,,,,,,,,,,,,,,,
5675,男性,大きく、ハキハキ,,中年,verdi6534,,,,,,,,,,,,,,,,,,,,
5676,男性,低め,,"中年, 注意を促す感じ",chopin6486,,,,,,,,,,,,,,,,,,,,
5677,男性,,少しゆっくり,"20代か30代, 感情を込めて",liszt6299,,,,,,,,,,,,,,,,,,,,
5678,男性,やや低い,,"30代, 本を読んでいるような感じ",bach9730,,,,,,,,,,,,,,,,,,,,
5679,男性,低め,ゆったり,"中年, 呆れ",ravel2762,,,,,,,,,,,,,,,,,,,,
5680,男性,暗い,,"中年, 疲れた感じ",strauss7858,,,,,,,,,,,,,,,,,,,,
5681,男性,低い,,"40代, 説明",badarzewska0441,男性,,はきはきした,"40代, 偉そう",bizet7541,,,,,,,,,,,,,,,
5682,男性,はっきりした,,"中年, ナレーションのよう",wagner9612,,,,,,,,,,,,,,,,,,,,
5683,男性,高い,はきはきした,"40代, 説明するような口調",rossini7930,,,,,,,,,,,,,,,,,,,,
5684,男性,若い,,"冷静な調子, 回想するように話している",grieg2556,,,,,,,,,,,,,,,,,,,,
5685,男性,暗い,,"40代前半, 落ち込んでいる感じでつぶやいている",rachmaninov2456,,,,,,,,,,,,,,,,,,,,
5686,男性,落ち着いた,,"30代, 冷静",liszt6152,,,,,,,,,,,,,,,,,,,,
5687,男性,落ち着いた,ゆっくりと,30代,vivaldi5089,,,,,,,,,,,,,,,,,,,,
5688,,はっきりした,,相手を威圧,rachmaninov5676,,,,,,,,,,,,,,,,,,,,
5689,男性,低い,,"中年, うんざりした",ravel6788,,,,,,,,,,,,,,,,,,,,
5690,男性,若い,,朗読をしているような口調,handel2193,,,,,,,,,,,,,,,,,,,,
5691,男性,,読み聞かせるように,中年,shostakovich7094,,,,,,,,,,,,,,,,,,,,
5692,男性,落ち着いた,ゆっくり,中年,sibelius1018,,,,,,,,,,,,,,,,,,,,
5693,男性,,ゆっくり,"中年, 訛り, 安心させる雰囲気",brahms6189,,,,,,,,,,,,,,,,,,,,
5694,男性,低い,,"30代, 呆れたように",beethoven4422,,,,,,,,,,,,,,,,,,,,
5695,男性,,,"中年, 丁寧な物言い",schubert2028,男性,はっきりした,,"壮年, 穏やか, にこやか",sibelius6853,男性,明るく落ち着いた,,"50代後半, 生真面目, 優しく語りかける",strauss5224,,,,,,,,,,
5696,男性,低い,滑舌のいい,"40代, 落ち着いた, 独り言を言っている",rachmaninov3617,,,,,,,,,,,,,,,,,,,,
5697,男性,,,"40代, 皮肉, 説教",haydn3188,,,,,,,,,,,,,,,,,,,,
5698,男性,低い,ゆっくりと,"30代くらい, 落ち着いた, 演技のような",paganini7017,,,,,,,,,,,,,,,,,,,,
5699,男性,ハキハキとした,,"20代, 抑揚をつけて説明を行う感じ",dvorak8446,,,,,,,,,,,,,,,,,,,,
5700,男性,一定の音程,淡々と,,saint-saens2604,,,,,,,,,,,,,,,,,,,,
5701,男性,はっきりした,ちょうどいい,30ー40代,elger6292,,,,,,,,,,,,,,,,,,,,
5702,男性,,,"中年, はっきりとした発音, 少しうんざりした",wagner1687,,,,,,,,,,,,,,,,,,,,
5703,男性,,,"20代ぐらい, はっきりした口調, 横柄",badarzewska4226,男性,遠くまで届くはっきりした声,,"20代, 吐き捨てるように話している",mozart2159,,,,,,,,,,,,,,,
5704,男性,やや低い,落ち着いた,成人,bizet9706,,,,,,,,,,,,,,,,,,,,
5705,男性,平常な,少し棒読み気味,20歳代後半,handel7654,,,,,,,,,,,,,,,,,,,,
5706,男性,低い,ゆったり,成人,bach8356,,,,,,,,,,,,,,,,,,,,
5707,男性,高め,ゆっくり,"中年, はきはきした声",wagner8889,,,,,,,,,,,,,,,,,,,,
5708,男性,,はきはき,中年,chopin8030,,,,,,,,,,,,,,,,,,,,
5709,男性,低め,,"中年, 落語家のような, 落ち着いた",ravel6206,,,,,,,,,,,,,,,,,,,,
5710,男性,,ゆっくり,"若い, 感情込めて話す",verdi5331,,,,,,,,,,,,,,,,,,,,
5711,男性,穏やかな,,"40代, 抑揚をつけた話し方",bizet3228,,,,,,,,,,,,,,,,,,,,
5712,男性,落ち着いた,ゆっくり,中年,shostakovich6697,,,,,,,,,,,,,,,,,,,,
5713,男性,高い,はきはきとした,"若い, 呆れたように",monteverdi2320,,,,,,,,,,,,,,,,,,,,
5714,男性,弱弱しい,,"高齢, 落ち着いた, 相手をほめる",sibelius6533,,,,,,,,,,,,,,,,,,,,
5715,男性,落ち着いた,,"40歳代, 真面目",beethoven1387,,,,,,,,,,,,,,,,,,,,
5716,おじいさん,,ゆったりと,"70代, 何かを問いかけるかのように",grieg7709,,,,,,,,,,,,,,,,,,,,
5717,男性,,,"中年, 少しがっかり",liszt5697,,,,,,,,,,,,,,,,,,,,
5718,男性,スカしたような,,"40代, 馬鹿にする",haydn6848,,,,,,,,,,,,,,,,,,,,
5719,男性,はっきりとした,ゆっくりと,青年,bizet6365,若い男性,,,"感情豊か, 方言を使って",shostakovich8885,男性,伸ばしたような,,中年,vivaldi4692,,,,,,,,,,
5720,男性,大きい,,"若い, 怒ったような声",sibelius8112,,,,,,,,,,,,,,,,,,,,
5721,男性,やや低い,緩急をつけて,方言あり,mozart5077,,,,,,,,,,,,,,,,,,,,
5722,男性,やや高い,,"若い, 軽蔑したような口調",chopin2425,,,,,,,,,,,,,,,,,,,,
5723,男性,低め,淡々と,比較的に若い,schumann1049,,,,,,,,,,,,,,,,,,,,
5724,男性,落ち着いた,,自分の体験を語るように,paganini2374,,,,,,,,,,,,,,,,,,,,
5725,男性,少々怒った,,"30代くらい, 相手を批判",mozart2934,,,,,,,,,,,,,,,,,,,,
5726,若い男性,,少し早口,"２０代, イライラした感じ, 投げやりな感じ",haydn6191,,,,,,,,,,,,,,,,,,,,
5727,男性,はきはきした,,"30代くらい, 怒ったように",grieg7504,,,,,,,,,,,,,,,,,,,,
5728,男性,低め,,"30代, 怒った様に",ravel4621,,,,,,,,,,,,,,,,,,,,
5729,男性,"ハキハキした, 少しだけ怒りを込めた",落ち着いて,中年,wagner1081,,,,,,,,,,,,,,,,,,,,
5730,男性,落ち着いた,,"２０代, 相手を説得するかのように話す",brahms9211,男性,高い,なめらか,"若い, 自信",haydn1720,,,,,,,,,,,,,,,
5731,男性,低い,,40代,badarzewska6858,,,,,,,,,,,,,,,,,,,,
5732,男性,少し低い,,"若い, 落ち着いて",bruchner2327,,,,,,,,,,,,,,,,,,,,
5733,男性,はっきりとした,,"中年, 気乗りしない",sibelius3604,,,,,,,,,,,,,,,,,,,,
5734,男性,低い,ゆったり,40代,grieg7193,,,,,,,,,,,,,,,,,,,,
5735,男性,元気のない,テンポの良い,中年,rossini3112,,,,,,,,,,,,,,,,,,,,
5736,男性,,,"２０代, つまらなさそう",schubert3379,,,,,,,,,,,,,,,,,,,,
5737,男性,はっきり落ち着いた,淡々と,30代くらい,debussy3586,,,,,,,,,,,,,,,,,,,,
5738,男性,低い,,"若い, 聞き取りやすい, 誰かと会話するように",grieg6804,,,,,,,,,,,,,,,,,,,,
5739,男性,,,"奢った後, 愚痴",paganini9347,,,,,,,,,,,,,,,,,,,,
5740,男性,抑揚のない,,若い,grieg8540,,,,,,,,,,,,,,,,,,,,
5741,男性,平坦な,,成人,beethoven6994,,,,,,,,,,,,,,,,,,,,
5742,男性,大きい,単調なリズム,中年,chopin2238,,,,,,,,,,,,,,,,,,,,
5743,男性,ハキハキとした,,"30代, 少し力を入れた感じ, 考えを巡らせながら, 力説するように",bach3074,,,,,,,,,,,,,,,,,,,,
5744,男性,,ゆっくり,若い,elger6829,,,,,,,,,,,,,,,,,,,,
5745,男性,はっきりした,,"30代後半ぐらい, 丁寧",ravel3338,,,,,,,,,,,,,,,,,,,,
5746,男性,低い,,"若い, 芝居がかった, はっきりとした",schumann5866,,,,,,,,,,,,,,,,,,,,
5747,男性,,ゆっくりとした,成人,rachmaninov1605,,,,,,,,,,,,,,,,,,,,
5748,男性,高め,,成人,mahler5754,,,,,,,,,,,,,,,,,,,,
5749,男性,"低音, 高い",,30代,liszt7261,,,,,,,,,,,,,,,,,,,,
5750,男性,低い,,"中年, 爽やか, とても丁寧にわかりやすく",haydn6566,,,,,,,,,,,,,,,,,,,,
5751,男性,,,"中年, 説得するかのように",schubert5664,,,,,,,,,,,,,,,,,,,,
5752,男性,中程度,,抑揚無く、淡淡,mozart5563,,,,,,,,,,,,,,,,,,,,
5753,男性,低い,,感情があまりこもってない感じ,bruchner0573,,,,,,,,,,,,,,,,,,,,
5754,男性,普通のトーン,,"30代ぐらい, 大人しそう, 優しそう",schubert2627,,,,,,,,,,,,,,,,,,,,
5755,男性,低い,,"中年, 宣言",bach5073,,,,,,,,,,,,,,,,,,,,
5756,男性,低い,,"20代後半, 落ち着いたトーン",vivaldi9228,,,,,,,,,,,,,,,,,,,,
5757,男性,,はきはき,"30代くらい, 落ち着いて説明をしているような雰囲気",sibelius4439,,,,,,,,,,,,,,,,,,,,
5758,男性,,,"しっかりとした口調, 思い出したように話している",brahms9307,,,,,,,,,,,,,,,,,,,,
5759,男性,,滑舌良く,"落ち込んだ感じ, 残念そうな口調",vivaldi0069,,,,,,,,,,,,,,,,,,,,
5760,男性,,ゆっくりと,"30代くらい, 色気あり",tchaikovsky5726,,,,,,,,,,,,,,,,,,,,
5761,男性,,,"中年, 役者の雰囲気がある",grieg0861,,,,,,,,,,,,,,,,,,,,
5762,男性,高い,早口,"30歳代くらい, 朗読するように語っている",schumann2777,,,,,,,,,,,,,,,,,,,,
5763,男性,はっきりした,,物語を読むように,bizet3787,,,,,,,,,,,,,,,,,,,,
5764,男性,やや低い,ゆっくりと,"中年, 諭すように",rachmaninov0899,,,,,,,,,,,,,,,,,,,,
5765,男性,ハキハキ,,"若い, 恐ろしげ",vivaldi0215,,,,,,,,,,,,,,,,,,,,
5766,男性,はっきりとした,,"若め, 教え諭すような口調",tchaikovsky0302,,,,,,,,,,,,,,,,,,,,
5767,男性,明るい,,"中年, 期待",bizet7903,,,,,,,,,,,,,,,,,,,,
5768,男性,はっきりした,,"40代, 物語を伝えるように",debussy1151,,,,,,,,,,,,,,,,,,,,
5769,男性,暗い,,"あきれたように, ため息交じり",puccini1388,,,,,,,,,,,,,,,,,,,,
5770,男性,説得するような,,"親世代, 悟る",schumann8846,,,,,,,,,,,,,,,,,,,,
5771,男性,力強い,ゆっくり,"中年, 諭すよう",grieg3032,,,,,,,,,,,,,,,,,,,,
5772,若い男性,はっきりした,,あきれた様な感じ,vivaldi1518,,,,,,,,,,,,,,,,,,,,
5773,男性,,ゆっくり,"40代ぐらい, はっきりした喋り方",handel9658,,,,,,,,,,,,,,,,,,,,
5774,男性,落ち着いた,ゆったりと,"50代, リラックス",mahler4491,,,,,,,,,,,,,,,,,,,,
5775,男性,,ゆっくり,"30代くらい, 中年, 言い聞かせるように",debussy3821,,,,,,,,,,,,,,,,,,,,
5776,男性,"ねっとりした, 偉そうな",,"成人, 勿体ぶった",haydn1359,,,,,,,,,,,,,,,,,,,,
5777,男性,ハキハキした,,"成人, 不満げ",ravel3624,,,,,,,,,,,,,,,,,,,,
5778,男性,はきはきした,,"30代, 本を読んでいるような感じ",liszt9268,,,,,,,,,,,,,,,,,,,,
5779,男性,,,"40代, 落ち着いて, はっきりとした口調, 少し明るい感じ, 独り言を言っている感じ",vivaldi4325,,,,,,,,,,,,,,,,,,,,
5780,男性,自信ありげな,,得意げ,schumann8180,,,,,,,,,,,,,,,,,,,,
5781,男性,,やや早い,"中年, 諭すような言い方",sibelius9985,,,,,,,,,,,,,,,,,,,,
5782,男性,抑揚のない,テキパキ,"壮年, 真面目, 用意された台本のセリフを読むように",schubert1343,,,,,,,,,,,,,,,,,,,,
5783,男性,低い,ゆったり,40代,haydn7552,,,,,,,,,,,,,,,,,,,,
5784,男性,,淡々と,"20〜代, 本を朗読するように",schubert7036,,,,,,,,,,,,,,,,,,,,
5785,男性,少し迷惑そうな声,,若い,elger6289,,,,,,,,,,,,,,,,,,,,
5786,男性,YouTubeで語りかけるような,,30代前半くらい,mozart2894,,,,,,,,,,,,,,,,,,,,
5787,男性,,はきはきした,"若い, 楽しそう",monteverdi2902,,,,,,,,,,,,,,,,,,,,
5788,男性,,はきはきとした,"30代, 少し悔しがっている感じ",wagner6648,,,,,,,,,,,,,,,,,,,,
5789,男性,低い,,"20、30代, 自慢げ",handel4662,,,,,,,,,,,,,,,,,,,,
5790,男性,,,"３０代ぐらい, 劇などのお芝居のような話し方",puccini7100,,,,,,,,,,,,,,,,,,,,
5791,男性,はきはきした,,"20代, 怒っている",haydn1093,,,,,,,,,,,,,,,,,,,,
5792,男性,,,"30代, 落ち着いた感じ, 丁寧, 安定した口調",paganini3987,,,,,,,,,,,,,,,,,,,,
5793,男性,,,"中年, 小馬鹿にした様に",rossini6865,男性,,ゆっくりと,"中年ぐらい, 平常心",tchaikovsky7869,,,,,,,,,,,,,,,
5794,男性,多少高め,わずかに速い,"40歳代, 躍動感のある, うわずった口調",bruchner7701,,,,,,,,,,,,,,,,,,,,
5795,男性,はっきりとした,,"30代くらい, 本を読んでいる",shostakovich4040,,,,,,,,,,,,,,,,,,,,
5796,男性,落ち着いた,ゆっくり,"中年, 教えるよう",chopin8075,,,,,,,,,,,,,,,,,,,,
5797,男性,ダンディ、おどけた,,中年,sibelius3455,,,,,,,,,,,,,,,,,,,,
5798,成人男性,,ゆっくりと,"聞き取りやすい声, 朗読するよう",rachmaninov6780,,,,,,,,,,,,,,,,,,,,
5799,男性,明るい,リズミカル,"中年, 陽気",monteverdi1379,,,,,,,,,,,,,,,,,,,,
5800,男性,渋い,,観客を前にしている,shostakovich7204,,,,,,,,,,,,,,,,,,,,
5801,男性,"からかうような, 抑揚をつけ, 感情豊かに",,20代後半から30代くらい,beethoven3227,,,,,,,,,,,,,,,,,,,,
5802,男性,,早口,"若い, はきはき, 饒舌",bach8815,,,,,,,,,,,,,,,,,,,,
5803,男性,はっきりした,,"中年, 芝居がかった口調",verdi0428,,,,,,,,,,,,,,,,,,,,
5804,男性,はっきりとした,,"20代後半から30代, 説明口調, 絵本を読む感じ",schumann6003,,,,,,,,,,,,,,,,,,,,
5805,男性,落ち着いた,ゆっくり,"中年, 優しそう, 物語を読むように",schubert4279,,,,,,,,,,,,,,,,,,,,
5806,男性,,はきはきした,"中年, おどけた, 棒読み",schubert5430,,,,,,,,,,,,,,,,,,,,
5807,男性,低く伸びのある,ゆっくり,"40代, 教えるように",tchaikovsky5186,,,,,,,,,,,,,,,,,,,,
5808,男性,聞き取りやすい,,仕方がない,puccini0710,,,,,,,,,,,,,,,,,,,,
